Accession,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7
Q13158,479419.7188,239801.375,0,87302.51563,0,0,74749.57031
Q13332,296137.625,0,217588.7969,0,0,0,202307.7656
Q96P70,0,175636.4531,0,210604.7031,0,270020.4688,0
Q5T5P2,0,0,218416.9844,132653.5625,121478.3047,0,0
Q8NFH4,1923860.75,0,27894662,0,4830480.5,405454.9375,9060383
P0DJI8,437305.6875,298318.625,0,988660.5625,0,4113236.781,875540.125
O75935,505254.0938,13291587,0,0,0,0,0
O14773,350543.5,14662463,0,0,0,0,0
P49959,0,3200371,0,0,0,9902915.469,267666.8125
Q9NPF4,3361819.25,0,0,2203505.563,0,0,0
P01717,5993999.5,0,0,0,969645.4375,0,0
Q05639,0,244219.5938,0,0,0,759615.0625,0
O95071,7847165.5,2519174.25,0,0,3605295,0,0
P53634,0,0,2138125,0,0,0,0
P06493,1700346.875,0,0,0,0,0,0
Q8IZE3,0,0,0,1957613.375,0,0,0
O94986,0,0,0,0,0,0,3572032
P46821,335988.3125,0,279096.0938,627377.375,785510.875,1419156,9182352
Q9H6X2,0,1148543.75,0,1772037,0,8366482,0
Q2TBA0,2958069.75,1432152.125,0,0,0,0,0
Q8TBX8,2984169,1367201.391,0,0,0,0,0
Q9BS40,0,0,0,0,1911884.375,0,1392277.875
Q8WUI4,0,3131306,0,2175090.25,2233479.5,709249.625,0
Q13642,0,2005377.75,1844152,1166940.875,1413347.438,422616.6563,2395446.5
Q9H4A6,2355175.672,296758.875,0,1209402.625,797840.6875,370570.9063,0
Q9C075,0,3847161,175382.2344,3099299,0,622196.0781,0
Q13492,0,2037201.625,1480765.875,727491.1875,906177.5,799371.125,724048.1875
Q5T2S8,2236761.75,0,0,0,0,0,222208.3906
Q96IJ6,2847434.75,0,0,0,1745203.75,0,904445
Q3KQV9,269355.6875,243365.8125,305164.9063,0,0,280774.5,0
P13489,4234446.375,1489637.656,0,0,1455909.75,0,0
Q15428,0,0,0,0,0,0,0
P01762,3787671.5,0,0,0,783050.1875,0,0
O75607,2382696.313,497040.5313,0,2512875.75,0,0,356851.9688
Q86VN1,0,2848630.5,0,0,1097284.875,0,0
Q9Y2H0,358424.125,1543157.625,0,0,4481645,0,0
Q6ICL3,1169990.625,2176601.313,0,0,0,0,0
O95373,574354.3125,0,0,0,0,1549585.875,0
P34949,0,890103.125,1885127.25,0,0,0,0
Q9Y6U3,670197.5625,235156.125,2249421.063,1020091.5,449717.5313,0,455447.8438
O76009,0,0,639570.25,0,288989,0,6598851.063
P30533,0,0,1784894.5,0,0,1274439,0
Q9Y3E1,1189205,1153970.25,0,0,0,0,0
Q14139,325265.7813,458498.75,357183.5625,0,1172778.375,993814.5625,2105112.5
P48739,0,569981.4375,0,0,0,0,509019.7813
P11226,288622.7188,0,0,0,0,0,0
P01705,0,0,0,0,504644.0938,0,319634.9375
Q96NR8,0,1330902,0,0,0,3044422.25,881822.6875
Q9UK22,0,0,0,0,491559.5313,0,0
Q08170,0,0,683564.5625,0,0,0,0
Q9UBQ5,184765.2344,427710.125,0,347223.8438,0,233799.2656,0
Q4JDL3,1317943.875,0,0,0,0,0,0
Q86V21,0,0,0,1288275.203,0,576388.5,0
Q9BTW9,0,0,2217962,563895.4844,617852.5,1442854.141,478987.5
Q12860,550586.6875,408109.9375,2639896.5,0,0,653779.1875,718138.875
Q9NPH2,345360.5,911693.125,0,0,0,0,0
P13693,1467465.25,891868.25,0,0,715844,1266944.25,0
Q8IXI2,2023341.375,0,0,0,0,946393.6875,2416145.5
Q09161,1501375,753673.6875,888027.0625,627739.9375,690630.75,740726,0
P61970,0,243692.6563,1223655.125,0,894924.8125,0,1725067.5
P0DJI9,0,554983.625,0,0,245437.6719,0,0
Q8WUW1,0,0,1224134.625,1162679.125,0,2374180.25,0
O14579,923452.0625,628351.875,0,0,0,0,0
P30711,1647869.625,2006305.25,0,0,0,1807513.125,285807.75
A0A0J9YVY3,545652.875,413523.2813,0,4363092.375,0,0,0
Q53GS9,0,0,2666518.75,0,0,0,433196.5
Q96KP4,0,343389.1875,0,0,485455.7813,1806151.375,1275873.5
Q9UBB4,1390914,0,582166.875,0,0,0,0
Q9Y5S2,0,1781914.25,0,0,0,0,0
Q9P000,0,0,0,0,0,853848,0
P61077,674723.875,431851.7188,0,0,1000434.688,2279932.938,283673.625
Q8TAD7,0,0,799504,0,0,864383,0
P63267,1039472.438,0,0,0,205135.3125,0,0
Q9BW30,669675.7031,0,527235.0625,941151.8125,509005.9688,1712555.625,0
Q13547,2126542.281,0,202345.0469,969107.3125,1075509.125,590049,0
Q15942,0,722066.375,0,0,577090.125,2598526.406,847560.2813
Q13636,0,0,0,0,527435.5,0,1508636.25
Q8TEX9,0,438979.9688,0,1677333.75,0,2818072.75,0
Q9HB90,388860.8125,0,645120.25,1517745.5,642511.125,0,758261.4375
Q9BWS9,537985.0625,0,1532941.375,0,0,381792.7188,989412.25
Q9HD26,0,0,0,230767.6563,0,755041.625,0
P47755,626888.625,220320.2344,274101.5625,0,842877.375,2965916.406,0
Q9P2K3,0,1212310.25,0,1003094.625,0,678154.6875,0
Q4V9L6,401499.9375,0,0,0,0,0,0
Q5T447,590011.4375,410412.1563,0,0,0,0,0
Q9Y2Q5,0,1506437.375,0,0,0,1054497.875,0
Q16543,1903546.344,0,0,0,0,0,0
P01742,547688.8125,181967.2656,0,592323.875,0,0,0
Q92563,0,0,561017.6875,0,0,0,0
P62310,263370.2813,0,0,162826.8906,0,4589519.5,0
Q8NFJ5,0,556874,0,0,0,0,0
Q96T51,0,0,551647.5,898825.5625,953194.75,0,927593.3125
Q9NUY8,0,964520.875,0,0,0,255083.5781,798980.0625
Q9NQC3,0,1252227.719,295624.1875,395147.375,0,436368.3594,320045.25
O75312,0,0,1996221.25,0,0,482416.0938,1653359.375
Q15555,0,1262375.906,545305.25,188805.5938,0,1641487.594,0
P01699,0,0,0,0,0,0,645479.0625
P30443,0,0,410384.2188,0,777442.8125,3161986.125,0
Q8N5M4,120718.0078,0,1695250.625,149573.9531,471842.6406,1572832.984,0
Q92696,0,0,976672.5625,1531123.375,1043951.438,0,0
Q93009,0,0,451797.3438,0,1272069.125,0,0
Q96FA3,0,0,1892244,952034.4375,0,0,680803.5
P78310,0,1434445.375,1803567.938,0,0,0,613434.6875
P62306,1124318.25,965957.5,0,0,0,0,0
P0DN79,0,0,469148.375,1149377.75,0,0,0
Q96KP1,0,0,327151.9375,1514817.219,0,0,0
Q9H993,2319698.391,0,0,0,465646.4063,807271.6875,763784.3125
Q6ZMT9,956421.3125,406796.5625,0,0,0,0,0
Q9NRG1,0,0,608869.4375,0,648889.5,314433.2813,635944.6875
Q969T3,0,0,326524.9375,0,0,471416.4688,3104139.25
Q9UN86,1227337.75,221811.0313,2246432,0,0,0,0
Q02880,793422.125,377513.4063,0,314510.1563,648048.2813,1376659.5,0
P52888,0,431462.9688,328290.3438,0,0,0,0
Q96CG8,0,262782.3125,3623190.25,0,267388,301788.0313,0
Q9UPQ0,574082.8125,0,354952.4063,1067735.5,0,2121124.5,0
P10586,0,0,0,0,0,472673.7813,0
Q8WTT2,0,0,1046848.938,0,0,0,822884.3125
Q9NZN5,0,0,0,0,0,3659060,0
Q8TD06,1181863.75,0,0,0,0,0,0
Q14116,0,0,1529269.375,1109082.25,1271674.25,0,0
Q9UJA5,463097.25,180270.2969,0,1049982.563,385945.9453,1263084.875,0
P53609,0,0,0,0,0,0,0
Q8TAT6,0,1498666.875,0,290226.4063,0,1500242.375,407415.1563
Q92890,0,0,0,1179932.125,506686.0938,0,0
O95163,888731.25,0,0,1121165.5,0,0,0
Q9Y4P3,0,0,575158.375,0,428397,0,1240968.375
P01903,0,0,510494.7813,0,0,0,277638.125
O14933,0,300455.2188,550879.1875,0,0,0,0
Q15843,0,1542899.125,793254.0625,435198.4375,0,0,630353.5625
Q15738,654088.25,0,278101.2813,231264.3281,409364.4375,826990.125,0
Q14160,0,275408.5625,676078.9375,368177.2813,274913.4688,0,0
O15027,0,1453360.375,0,0,668020.4375,1154590.5,0
P62256,1078035.5,440316.5,0,0,0,680253.875,0
P30084,0,822309.8125,0,714094.5313,908956.3125,1215186.656,0
P15153,0,446134.5938,0,0,0,1203804.594,693901.125
Q10713,0,308299.4063,0,0,0,0,0
Q9UNS2,0,0,398282.5313,997790.4375,0,1045230.5,414577.25
Q92979,0,603513.1875,1585132.688,346215.875,0,0,938460.4375
Q14847,780665.875,0,0,997950.3125,0,0,0
Q9Y2Z0,0,428363.75,0,0,0,153507.3594,0
Q9C0C2,938555.375,254462.9688,0,0,0,0,0
Q9H9A6,260618,226342.1406,0,442229.5,0,973954.1563,343121.3438
Q9UMX5,912156.3125,0,0,0,0,218698.1563,0
Q9H0H5,423212.9375,0,921892.5625,0,0,0,0
P20908,908732.3125,0,0,0,0,1221435.5,0
Q9UKE5,0,1574726.125,541136.4375,0,1455560.375,0,0
Q14155,0,277826.75,0,935807.3125,0,0,0
P23946,679887.25,0,0,0,1022715.75,0,0
Q5XUX1,511848.0938,206948.8906,0,0,0,0,0
Q10589,0,940007.2188,0,0,324564.125,0,0
Q15382,504001.2188,0,2464776.188,0,311375.5938,247739.2813,0
O95336,778045.375,350493.625,0,0,0,0,0
Q01970,0,0,0,393670.4375,1504272.375,721579.75,494521.5
Q9H3P7,0,0,587209.6875,0,0,0,389600.1563
P59910,0,899317.625,0,0,0,0,824158.4375
Q9H0F6,0,0,274971.7813,1199433.625,622269.125,0,546303.75
Q8NF91,0,0,0,0,228678.1875,376398.9688,0
Q6IS14,0,800560,1599729.75,0,0,945536.2813,0
O15439,615718.625,0,735827.125,0,0,0,0
Q86TI2,0,555546.4219,0,0,0,346143.7188,687727.125
O00472,0,0,0,1193719.75,0,0,467298.7188
Q9H1A4,1173055.375,966679.5625,0,958973.375,0,0,254897.4688
A0A0B4J1U3,0,893765.4375,0,0,0,359612.0938,0
Q7Z5R6,262819.7188,262094.6719,0,171244.4219,150746.9531,132908.9844,0
Q9H2U2,0,226006.5313,0,0,1485357.25,0,0
O95747,0,689989.3125,0,274659.0313,0,0,0
Q969U7,0,232271.0469,677728.1875,0,0,1534252.625,0
P60891,0,0,0,0,0,832365.875,0
Q8NBF2,0,0,1213130.406,0,262297.9688,0,0
Q9H4Z3,0,0,0,0,940069.1875,1410659.75,460390.625
Q15286,0,240879.5,0,0,0,1398099.625,0
P30456,0,935339.375,0,0,0,0,0
O60524,0,0,0,392325.875,0,0,341406
O75223,490991.7813,532799.25,0,952459.4375,580601.625,0,0
Q9C0H2,0,143391.6563,1704184.438,0,0,0,0
Q9NQG5,0,1888185.875,0,0,261972.4531,541794.8125,0
O75396,0,0,0,927391.9688,0,0,0
P11310,389438.1563,0,482108.3125,129012.4375,0,924057.25,500627.4375
P11233,0,0,1161420.25,0,0,328973.625,0
P68402,0,0,0,0,0,0,0
O15347,1004003.813,0,0,0,354791.0625,0,0
O60662,0,258609.5469,0,0,1157482.375,1664767.875,0
P14324,266550.375,0,263376.5625,0,1102566.125,0,0
Q12972,283389.125,577268.9219,440322.4688,0,0,0,0
P16452,0,0,0,445651.4688,952907,455387.75,203630.6563
Q7Z7G0,303728.9375,0,0,1019397.938,747694.75,351918.0938,0
P52948,0,0,0,682124.9375,0,0,0
P09769,600934.75,407738.9688,803418.25,391821.9688,0,681431.75,426088.0313
Q14318,0,0,0,0,0,0,337876
O75841,1175584.25,0,363450.2188,0,0,0,208710.4219
Q8N128,0,299221.25,0,0,669012.7188,1017363,299001.7813
P16930,572902.1875,792196.625,0,0,565491.0625,309833.1875,0
P22570,241988.9219,448487.625,0,0,0,0,0
Q8WUD6,0,0,0,0,0,780219.625,178178.1719
P05386,0,171685.7813,434860.0313,0,0,0,0
P68036,0,0,0,0,0,406668.5625,1369337.375
O60941,0,811209.6875,0,0,702169.375,0,519125.375
Q7Z5G4,690819,938027.1875,0,0,0,853784.9375,0
P18754,0,222509.6875,541163.4375,0,0,549710.875,396203.5938
P49755,1603288.75,0,0,0,0,0,479882.6875
Q96EK5,562656.4375,0,190155.8906,0,0,0,0
P57735,384532.4063,0,0,315145.75,0,217278.7656,0
P60953,273306.2813,744060.375,0,0,0,1952645.5,0
Q9NX62,0,0,0,0,0,0,0
P53582,0,766985.125,0,0,0,0,472613.2188
O75475,0,438213.6563,205602.2969,0,413888.875,0,139925.8438
O95613,0,371825.75,713433.75,627318,0,0,0
P08246,640474.5,580352.0625,0,0,262063.8125,0,767587.1875
Q8NAV1,0,0,225073.2188,414241.2813,488091.5938,690248.125,592107.4531
Q9ULX3,0,1429640.875,0,0,823633,0,804640.9375
P62750,808014.375,0,0,0,0,520489.5938,903108.25
O14979,0,517578.4063,0,0,1957015.375,0,565970.1875
Q00403,0,0,487338.5,0,0,0,605530.375
Q96BJ3,0,0,0,0,407251.2188,0,0
O00221,0,711424.4375,0,143485.4531,324801.3125,1446143.563,217933.75
Q15056,358184.7188,0,1254265.875,0,309231.5625,304072.9063,0
Q9Y6W3,372031.25,252351.8281,0,0,0,0,0
O15498,0,0,985333.625,0,0,0,650514.6875
P58166,834858.5,0,0,0,281735.1875,0,0
P19367,0,0,0,0,140192.7656,1064673.25,0
P06703,0,293080.2813,0,0,310621.5,1796956.906,155564.1875
Q03591,0,0,1044810.094,365723.875,0,0,806742.25
P98172,0,504938.5938,0,381279.6875,0,0,322579.5313
Q6P9B6,295941.1563,0,0,502425.5,939026.9375,0,0
O75821,0,0,422049.125,517395.1875,686213,405340.1563,0
O94760,2168511.5,177119.75,433607.2188,0,0,0,0
O15460,0,0,0,0,0,482901.8438,477868.5
Q13243,0,0,610582.6875,0,0,0,0
O43292,0,428907.6875,0,0,0,0,322723.7188
Q13217,0,0,0,837669.75,0,618641.5625,0
P16455,384862.8438,0,0,273863.3438,0,0,910322.0781
P30740,701764.8125,0,0,316776.9375,0,1100808,0
Q9H7D7,463482.4063,0,995576.625,109683.1172,136534.7344,854139.5,0
P09758,0,0,586545,0,269437,0,0
P55265,0,0,385893.7813,0,224003.2188,425924.8438,859614.625
Q9NXV6,0,0,905057.375,0,0,0,492519.125
P61764,0,1033975.938,0,0,957734.0625,305320.4375,124905.0938
Q86XL3,0,525661.375,0,0,0,0,0
Q96CN7,347910.3438,0,514839.75,0,0,294323.6875,770078.4375
Q96S99,0,0,0,0,346268.8438,504016.3438,867923.7188
O60832,0,0,1427661.188,0,0,0,384274.7813
P25445,0,0,0,0,0,0,754930.125
Q32P28,0,0,0,296431.875,0,0,0
Q8N392,0,0,0,673040.3125,559564.875,348498,0
Q13330,565416.5,0,701291.5,0,0,0,0
P27986,529955.9375,0,416540.1563,0,0,0,0
Q8IWV8,0,0,0,652812.1875,0,0,0
Q9UK59,0,0,0,0,0,0,0
Q9NZ32,400213.2188,0,367567.4688,645024.4375,0,188381.9844,0
Q05086,0,208733.3438,0,355458.9375,0,0,0
O95294,406124.5938,431029.125,0,580555.2813,0,0,0
Q5JTV8,406816.9375,0,0,0,0,0,612877.3125
Q15493,1014921.688,549319.75,0,0,534380.25,415060.2188,0
Q9NRW1,0,1136418.5,0,480223.5938,140192.7656,397565.9063,0
P16066,0,0,263556.625,0,163835.0156,0,0
O75309,0,301452.875,0,0,0,0,0
A0A075B6H9,828787.4375,271834.0625,0,0,0,0,0
Q8IWZ3,429877.2188,0,0,767715.5,0,335672.0313,558599
Q8NEZ5,0,0,544682.625,0,0,291762.9375,0
O75460,304117.5,0,161888.2344,384418.1875,0,1282229.5,0
Q08J23,0,568924.4375,0,206694.4219,0,242879.3438,714851.25
O43592,0,0,0,0,0,633034.625,0
Q96JJ3,667739.7188,0,0,0,342091.8438,0,0
P08174,611065.5,0,596591.8125,0,0,0,0
Q86X55,0,0,0,0,1421855.125,0,0
P61952,0,661008.5625,0,0,234969.0938,946151.75,203937.5781
P29728,0,0,0,0,0,0,0
P09619,238043.6094,0,314945.0625,325484.3125,0,0,0
Q9BTC8,0,0,0,447806.25,802619.6875,0,0
Q92851,404137.9688,0,0,0,0,0,598723.125
Q9BRT6,0,0,418282.5156,0,617808.3125,543693.625,0
Q99729,0,345196.3125,0,0,0,0,0
Q16651,477840.4375,0,0,0,0,0,0
Q9H1J7,519363.0313,0,0,0,0,215576.9531,0
P63218,0,246152.0625,0,0,515827.75,1066244.156,0
Q9UI15,476820.5625,0,0,0,200863.2344,0,0
Q8N474,0,0,0,0,358928.3438,0,238890.4688
Q9NS87,0,0,303279.8125,0,0,0,492544.9688
Q9Y279,309886,534067.25,0,371609.6875,493823.5,0,275445.3438
Q7Z2W4,934955.6875,0,0,0,0,0,0
Q00G26,179813.1719,0,0,553468.5625,579793.9375,0,459548.4688
O95831,362284.9063,0,0,0,0,0,0
O43760,0,354346.8125,0,0,0,0,0
Q01085,0,0,639111.125,0,0,229183.2656,0
Q12774,0,366990.4375,552620.8125,0,0,0,847082.4375
P49589,313977.125,819371.0625,0,0,842372.5,0,0
Q9Y5P6,0,269733.1875,0,0,0,0,0
Q9NVX2,0,0,0,0,0,0,427757.1563
Q5U651,341938.125,0,0,0,0,198175.3125,0
P06132,0,0,0,0,0,0,0
P98095,0,541488.125,884380.625,416766.9375,404810.3438,0,0
P36405,0,351559.9375,904890.25,0,0,0,679586
P29536,285396.4688,484874.0625,0,0,0,0,0
Q9Y2K2,0,0,0,181485.4063,1160583.656,0,0
P19075,502435.8125,885303.8125,0,216971.0469,0,0,0
P54819,0,616356.25,470294.7188,0,0,475906.375,0
O95394,0,0,0,0,0,0,0
P16219,0,0,236514.8594,0,0,504016.3438,343280.6563
Q8IWX8,0,333500.1563,0,0,0,0,0
Q7Z3U7,0,203408.2031,0,0,0,0,0
Q96FN4,419435.4375,168181.9375,0,388226,317288.4375,0,0
P04183,0,516684.0469,461239.9063,0,0,0,0
P16112,0,286858.2813,0,0,0,0,443437.5938
Q8TEW0,0,0,0,0,452104.4375,256878.8125,0
Q9BRF8,0,0,0,512890.0625,0,418977.0625,250135.0156
Q9Y2T3,0,0,0,0,0,0,258690.1719
Q13765,0,643993.125,1072533.625,407125.7813,0,0,0
Q6UXY8,0,501487.8906,0,131080.2188,0,0,0
P54687,765311.5,438432.0703,99191.07031,0,0,494325,0
P23258,1335805.5,0,0,0,483866.4063,0,125740.1172
Q8WUH6,306257.5,0,0,0,441341.5625,0,0
P29558,0,0,0,414880.5938,0,425365.4063,542717.5625
Q9NWU2,0,259706.7344,281383.25,0,0,0,0
Q16527,0,0,667419.5625,0,279410.2813,0,280811.4375
Q9UJC3,0,653179.2188,651772.3125,265077.625,0,0,0
P61962,193552.875,0,0,0,317972.5625,886467.5625,0
P35611,0,210980.75,0,0,0,1012023.938,0
Q14520,0,0,245749.5938,433090.5313,156436.1563,0,320166.8438
P62304,0,0,489672.6563,0,0,0,201568.3438
Q8WUM0,0,257332.6875,0,682441.5,0,0,211426.0156
P30086,0,0,0,442116.25,0,311253.0938,267904.25
Q9NUQ6,385430.6875,0,0,361723.2188,0,0,0
P62877,729421.3438,0,0,517934.75,285105.9688,421870.9063,0
Q9C0J8,0,277584.875,0,237787.375,0,0,0
P52594,0,543307.6094,0,0,0,0,0
O95631,0,0,324179.3125,156780.3281,386925.125,623793,0
Q9Y450,0,1052463.625,0,412384.875,267723.5,0,0
Q6V0I7,619674.25,0,0,0,643955.8125,674023.6875,0
Q9H267,0,0,452640.0313,0,0,0,383084.7188
P45381,0,0,0,0,0,0,0
O43572,0,0,290454,0,265483,0,362961.9063
Q96A58,233729.9063,0,0,182308.7344,0,0,0
Q5Y7A7,0,0,421543.9063,0,0,0,0
Q6ZSR9,0,0,513317.25,0,438578.4375,544479.125,0
Q9NZG7,680214.75,0,0,0,0,0,0
Q9Y2H6,0,906366.375,0,0,0,0,424381.2188
Q6NXG1,702788.5625,823752.6719,0,347399.7813,0,0,0
Q5TEJ8,0,0,447262.2813,0,574722.5625,0,302161.2813
Q96LJ7,0,0,0,0,0,555176.8125,0
Q3ZCW2,0,363220,0,0,0,917846.75,581470.25
Q9UHN6,284435.125,0,882493.6875,0,0,0,330296.0625
Q13555,212022.7031,133641.6875,504706.625,229595.7031,164464.875,0,319682
P16402,305850.0938,0,0,0,283811.375,0,0
Q9BV20,0,541005.75,0,217558.5938,0,552285.25,298549.9375
Q6P4A8,0,0,0,0,0,0,0
Q9BQA9,246441.3438,263631.875,0,0,0,0,0
Q53TN4,223877.9375,324719.9375,0,0,0,548959.8125,0
Q9HC84,0,0,0,300589.9688,470133.6563,0,272189.5
Q7Z3J2,0,0,0,0,0,0,0
O00470,0,0,0,0,365263.3438,0,329755.4688
Q9BUQ8,0,0,359175.0625,0,474660.0625,0,0
P32970,0,0,0,277999.0313,165864.1406,628563.125,0
P06280,0,0,259614.1875,560608.8125,337576.875,0,0
Q9UBV8,0,0,711530.8125,0,402980.75,156601.0469,0
P19013,0,270852.25,0,0,0,0,0
Q96T60,0,0,585605.125,0,0,0,234032
O75153,0,447176.375,443657.3438,0,0,0,0
P29590,0,376606.125,0,188710.1719,480142.9063,543601.6094,0
P27918,709412.6875,0,80649.625,0,0,230151.9063,271731.8125
P26012,0,0,0,330228.875,0,0,0
P78344,333801,0,0,0,0,291806.25,0
Q03169,440624.8125,162072.4688,0,0,0,0,0
P78524,0,250098.5469,0,0,408085.6563,568058,0
O43324,147701.5313,339762.875,0,0,93933.84375,421342.9688,0
O95319,0,0,0,0,0,0,313048.7813
Q9Y6E2,0,0,0,0,0,0,1051052.25
P08559,0,0,0,273088.1563,608874.0625,462163.9063,0
Q96S55,0,0,0,182153.8281,0,0,0
A0A0A0MT89,465334.0938,0,0,0,120357.3359,0,528621.875
P20962,265959.9063,305352.4063,0,0,0,0,295615.0313
Q9NRW3,233339.3125,0,0,721358.625,296515.625,0,151946.4688
P31942,253898.625,295379.625,0,0,178040.8125,0,161892.4375
Q9UNE7,220603.5,437820.6875,0,0,0,0,0
P62841,0,124518.3281,588167.1875,0,109596.0469,0,0
O60664,0,0,0,529790.625,352036.3438,736506,0
Q15059,308794.4688,410903.5313,0,0,0,0,267066.125
P50443,435423,0,0,0,349937,329023.9688,0
Q6SA08,0,0,0,298541.2813,0,0,0
Q5SQ64,0,138469.5156,0,128626.0547,0,741742.9375,209098.7344
O75718,0,239298.5,0,0,0,0,0
P32856,0,0,0,0,0,394559.8438,0
Q96PU8,262432.8125,265788.1875,0,142716.8594,0,0,0
A0A0G2JMI3,0,0,0,0,406859.0313,0,0
Q9UK55,204476.8281,0,0,409379.4688,0,0,128207.9219
Q969G6,195294.0313,0,915811.8125,0,412511.2188,0,0
P19835,0,0,0,0,0,514299.2813,0
P30487,0,0,0,0,225542.5313,0,0
O15173,0,0,0,231285.1094,0,0,0
P29966,0,285830.5938,715494.75,0,0,143350.7344,0
Q63HR2,0,0,428751.4375,0,364405.625,259194.6563,0
Q9Y2X7,0,0,0,0,0,403868.5313,0
P28331,0,185955.0938,0,0,345117.5313,0,566742.625
P05109,222436.9531,493517.4844,0,0,408807.4063,0,0
P86790,0,0,0,329297.2813,253930.75,0,0
O15061,0,375220.5313,141893.5781,0,0,0,127106.7266
Q641Q3,0,540152.8125,0,0,319777.8125,615748.8125,0
Q9BWD1,0,0,0,0,0,0,0
O15357,0,0,0,0,249870.375,431819.5313,249303.0469
Q9Y2P8,0,0,657144.5625,0,0,0,0
P07093,293190.8438,0,257677.8281,236080.0781,0,0,0
Q9H8M9,0,0,0,0,0,0,0
Q9BXY0,0,0,0,477173.4375,363462.7188,0,254680.5781
P08574,0,0,0,0,369209.0938,0,0
Q15198,205518.9219,364580.0313,0,0,0,518147.9688,0
P57081,0,0,165931.8594,544185.75,0,0,559248.375
P22612,0,0,0,0,0,140403.6563,0
Q9UI08,0,293233.4688,255775.6719,0,0,0,280085.0313
Q9HAV0,288591.9375,284314.1563,0,0,210427.6563,598339.3125,0
Q9UIG0,546085.375,0,0,0,0,0,0
Q9Y3Q0,0,0,0,179817.9531,0,207410.1406,0
O15160,0,0,125773.2031,0,0,0,0
Q9H5N1,0,0,0,0,0,0,0
Q6ZT12,111550.6719,150306.5938,0,0,0,0,290439
O43148,272494.9375,383349.7344,224938.8594,0,0,0,0
O75594,0,0,317377.5313,0,0,0,0
O75937,0,207651.25,0,277905.75,0,0,0
O95470,640529.9688,0,0,0,252097.5156,247319.6719,0
P11279,686429.1641,422731.8438,0,183817.5938,0,0,0
P05976,0,266732,0,0,0,473173.3438,0
Q9HB40,0,0,387517,127784.1875,0,0,660714.5
Q9UHF1,0,0,0,198125.3906,0,0,0
Q14692,0,0,0,0,0,0,0
Q13610,206896.7656,0,0,0,230647.0625,646033.4375,0
P20701,302309.5625,259510.1094,0,0,390173.1563,0,0
Q92954,0,0,0,0,0,0,593943.75
P80303,0,0,188463.5,570289.6563,259844.1094,0,0
Q8TD55,0,0,299057.375,0,0,0,0
P30154,0,0,0,0,243404.0469,0,301362.625
P08397,224628.4688,233012.8906,428469.6875,0,0,0,192279.5156
Q99436,0,0,0,455572.9063,0,0,0
P19022,0,0,435784.6563,0,149842.2656,586217.3125,0
P50151,0,329087.7813,186069.2188,0,168105.7188,0,0
O75400,0,144380.6563,171738.5625,0,0,260651.8281,0
P36952,0,117948,140244.5313,139834.7969,83804.46094,0,467366.8125
P63173,0,0,0,409974.375,0,0,0
Q9BTM1,206463.875,133984.4219,134976.8438,0,0,299335.3438,0
O00399,0,0,0,0,0,0,0
P51659,549663.75,170796.2813,0,0,0,363970.5313,0
O95498,0,229034,0,115143.3359,253484.2031,204931.7656,0
Q9UI30,264405.0625,348951.375,0,0,0,319279.5938,0
O60341,422532.2656,0,0,98315.38281,148288.1719,0,0
Q9NQ79,0,0,241488,0,0,0,171230.5156
Q15262,0,0,0,183430.1094,0,0,0
Q06330,0,0,0,0,0,0,0
Q8N684,0,96656.25,0,0,178029.3125,158652.8594,0
Q14690,0,0,0,0,214030.1094,0,0
Q08AF3,0,0,0,0,0,0,0
Q96GA7,0,0,0,173816.7969,156304.75,0,160057.7813
P51003,0,0,0,247798.1719,0,0,0
P04920,256850.2813,0,146430.3438,0,0,78474.49219,44949.40625
Q6GTS8,176880.0313,364155.0156,0,0,0,425021.2813,0
A8MWY0,189268.0156,0,178406.7031,155881.1875,0,0,0
P00749,0,246128.3438,0,0,205028.0469,287529.375,0
Q9UPN9,0,183687.2344,0,0,291202.6563,0,244616.1406
Q9H1B7,0,204596.3438,0,0,218866.4063,153896.4219,0
P04424,0,0,218573.2656,0,136347.125,0,164869.2813
P36959,0,0,0,166411.4688,154606.6563,0,349565.1875
Q96G28,0,0,0,0,0,0,0
Q9Y371,0,0,0,0,0,251044.4844,0
Q96PX6,0,218325.1094,151077.5156,0,0,0,0
Q05655,0,153199.7188,0,0,323622.1563,330083.0313,0
O43432,0,0,0,188975.0313,142607.6094,0,150449.6406
Q13459,0,279456.5625,0,0,0,199113.875,299446.3125
Q9HBI0,0,379534.625,0,0,0,0,0
P55160,0,329087.7813,0,0,168105.7188,221854.6875,0
P23470,0,0,0,301991.5938,264540.0313,141964.125,0
Q15628,68109.09375,310288.4531,236925.0156,0,0,89550.14844,0
Q13303,162461.9219,167667.4063,0,0,373446.1563,0,0
Q9UDY4,0,0,0,133337.9375,0,0,0
P49354,0,0,0,0,0,0,0
P46977,0,0,177920.4063,0,0,0,0
O95219,265214.25,0,163785.6094,0,189673.8594,0,0
Q13043,124028.8359,286447.125,0,75895.10156,0,0,123731.3906
Q9H6Q4,0,94018.64063,0,0,0,168063.2813,339046.7188
Q06187,0,190794.8438,0,0,0,255112.0469,141774.8438
O95260,0,0,0,0,0,0,0
Q9NSB4,0,0,0,0,0,0,12848791.59
Q8WYA6,0,0,0,0,6426294.5,6017546.5,0
Q9Y6W5,0,2709050,0,0,0,0,0
Q14699,0,0,0,0,0,409486,0
